Season,TradeID,Date,Trade,Acquiring Team,Asset Type,Asset,Position,Notes
2021-22,2021-07-23-CAR-CBJ,2021-07-23,CAR / CBJ,CAR,Draft Pick,2021 2nd Round,,
2021-22,2021-07-23-CAR-CBJ,2021-07-23,CAR / CBJ,CBJ,Player,Jake Bean,LD,
2021-22,2021-07-22-DET-CAR,2021-07-22,DET / CAR,DET,Player,Alex Nedeljkovic,G,
2021-22,2021-07-22-DET-CAR,2021-07-22,DET / CAR,CAR,Player,Jonathan Bernier,G,
2021-22,2021-07-22-DET-CAR,2021-07-22,DET / CAR,CAR,Draft Pick,2021 3rd Round,,
2021-22,2021-07-22-PHI-UTA,2021-07-22,PHI / UTA,PHI,Other,Future Considerations,,
2021-22,2021-07-22-PHI-UTA,2021-07-22,PHI / UTA,UTA,Draft Pick,2022 7th Round,,
2021-22,2021-07-22-PHI-UTA,2021-07-22,PHI / UTA,UTA,Draft Pick,2022 2nd Round,,
2021-22,2021-07-22-PHI-UTA,2021-07-22,PHI / UTA,UTA,Player,Shayne Gostisbehere,LD,
2021-22,2021-07-22-CGY-SEA,2021-07-22,CGY / SEA,CGY,Player,Tyler Pitlick,RW,
2021-22,2021-07-22-CGY-SEA,2021-07-22,CGY / SEA,SEA,Draft Pick,2022 4th Round,,
2021-22,2021-07-17-TOR-PIT,2021-07-17,TOR / PIT,TOR,Player,Jared McCann,LW,
2021-22,2021-07-17-TOR-PIT,2021-07-17,TOR / PIT,PIT,Player,Filip Hållander,RW,
2021-22,2021-07-17-TOR-PIT,2021-07-17,TOR / PIT,PIT,Draft Pick,2023 7th Round,,
2021-22,2021-07-17-SJS-UTA,2021-07-17,SJS / UTA,SJS,Player,Adin Hill,G,
2021-22,2021-07-17-SJS-UTA,2021-07-17,SJS / UTA,SJS,Draft Pick,2022 7th Round,,
2021-22,2021-07-17-SJS-UTA,2021-07-17,SJS / UTA,UTA,Draft Pick,2022 2nd Round,,
2021-22,2021-07-17-SJS-UTA,2021-07-17,SJS / UTA,UTA,Player,Josef Korenar,G,
2021-22,2021-07-17-PHI-NSH,2021-07-17,PHI / NSH,PHI,Player,Ryan Ellis,RD,
2021-22,2021-07-17-PHI-NSH,2021-07-17,PHI / NSH,NSH,Player,Philippe Myers,RD,
2021-22,2021-07-17-PHI-NSH,2021-07-17,PHI / NSH,NSH,Player,Nolan Patrick,C,
2021-22,2021-07-17-NYR-VGK,2021-07-17,NYR / VGK,NYR,Player,Nick DeSimone,RD,
2021-22,2021-07-17-NYR-VGK,2021-07-17,NYR / VGK,NYR,Draft Pick,2022 4th Round,,
2021-22,2021-07-17-NYR-VGK,2021-07-17,NYR / VGK,VGK,Player,Brett Howden,LW,
2021-22,2021-07-17-NYR-TBL,2021-07-17,NYR / TBL,NYR,Player,Barclay Goodrow,LW,
2021-22,2021-07-17-NYR-TBL,2021-07-17,NYR / TBL,TBL,Draft Pick,2022 7th Round,,
2021-22,2021-07-17-NYI-UTA,2021-07-17,NYI / UTA,NYI,Other,Future Considerations,,
2021-22,2021-07-17-NYI-UTA,2021-07-17,NYI / UTA,UTA,Draft Pick,2022 2nd Round,,
2021-22,2021-07-17-NYI-UTA,2021-07-17,NYI / UTA,UTA,Draft Pick,2023 3rd Round,,conditional
2021-22,2021-07-17-NYI-UTA,2021-07-17,NYI / UTA,UTA,Draft Pick,2021 2nd Round,,
2021-22,2021-07-17-NYI-UTA,2021-07-17,NYI / UTA,UTA,Player,Andrew Ladd,LW,
2021-22,2021-07-17-NSH-VGK,2021-07-17,NSH / VGK,NSH,Player,Cody Glass,C,
2021-22,2021-07-17-NSH-VGK,2021-07-17,NSH / VGK,VGK,Player,Nolan Patrick,C,
2021-22,2021-07-17-DAL-VAN,2021-07-17,DAL / VAN,DAL,Draft Pick,2021 3rd Round,,
2021-22,2021-07-17-DAL-VAN,2021-07-17,DAL / VAN,VAN,Player,Jason Dickinson,C,
2021-22,2021-07-16-DET-NYI,2021-07-16,DET / NYI,DET,Player,Nick Leddy,RD,
2021-22,2021-07-16-DET-NYI,2021-07-16,DET / NYI,NYI,Player,Richard Panik,RW,50% retained
2021-22,2021-07-16-DET-NYI,2021-07-16,DET / NYI,NYI,Draft Pick,2021 2nd Round,,
2021-22,2021-07-15-NJD-COL,2021-07-15,NJD / COL,NJD,Player,Ryan Graves,LD,
2021-22,2021-07-15-NJD-COL,2021-07-15,NJD / COL,COL,Draft Pick,2021 2nd Round,,
2021-22,2021-07-15-NJD-COL,2021-07-15,NJD / COL,COL,Player,Mikhail Maltsev,LW,
2021-22,2021-07-14-EDM-CAR,2021-07-14,EDM / CAR,EDM,Other,Future Considerations,,
2021-22,2021-07-14-EDM-CAR,2021-07-14,EDM / CAR,CAR,Player,Dylan Wells,G,
2021-22,2021-07-12-CHI-EDM,2021-07-12,CHI / EDM,CHI,Player,Caleb Jones,LD,
2021-22,2021-07-12-CHI-EDM,2021-07-12,CHI / EDM,CHI,Draft Pick,2022 3rd Round,,conditional
2021-22,2021-07-12-CHI-EDM,2021-07-12,CHI / EDM,EDM,Player,Tim Soderlund,C,
2021-22,2021-07-12-CHI-EDM,2021-07-12,CHI / EDM,EDM,Player,Duncan Keith,LD,
2021-22,2021-07-01-LAK-NSH,2021-07-01,LAK / NSH,LAK,Player,Viktor Arvidsson,RW,
2021-22,2021-07-01-LAK-NSH,2021-07-01,LAK / NSH,NSH,Draft Pick,2022 3rd Round,,
2021-22,2021-07-01-LAK-NSH,2021-07-01,LAK / NSH,NSH,Draft Pick,2021 2nd Round,,
2022-23,2023-06-29-WSH-SJS,2023-06-29,WSH / SJS,WSH,Draft Pick,2023 7th Round,,
2022-23,2023-06-29-WSH-SJS,2023-06-29,WSH / SJS,SJS,Draft Pick,2025 7th Round,,
2022-23,2023-06-29-TBL-NSH,2023-06-29,TBL / NSH,TBL,Draft Pick,2023 4th Round,,
2022-23,2023-06-29-TBL-NSH,2023-06-29,TBL / NSH,NSH,Draft Pick,2024 4th Round,,
2022-23,2023-06-29-NYR-PIT,2023-06-29,NYR / PIT,NYR,Draft Pick,2023 3rd Round,,
2022-23,2023-06-29-NYR-PIT,2023-06-29,NYR / PIT,PIT,Draft Pick,2023 3rd Round,,
2022-23,2023-06-29-NYR-PIT,2023-06-29,NYR / PIT,PIT,Draft Pick,2024 7th Round,,
2022-23,2023-06-29-NJD-NSH,2023-06-29,NJD / NSH,NJD,Draft Pick,2024 7th Round,,
2022-23,2023-06-29-NJD-NSH,2023-06-29,NJD / NSH,NSH,Draft Pick,2023 7th Round,,
2022-23,2023-06-29-DET-NSH,2023-06-29,DET / NSH,DET,Draft Pick,2023 5th Round,,
2022-23,2023-06-29-DET-NSH,2023-06-29,DET / NSH,DET,Draft Pick,2023 2nd Round,,
2022-23,2023-06-29-DET-NSH,2023-06-29,DET / NSH,NSH,Draft Pick,2023 2nd Round,,
2022-23,2023-06-29-DET-EDM,2023-06-29,DET / EDM,DET,Player,Kailer Yamamoto,RW,
2022-23,2023-06-29-DET-EDM,2023-06-29,DET / EDM,DET,Player,Klim Kostin,LW,
2022-23,2023-06-29-DET-EDM,2023-06-29,DET / EDM,EDM,Other,Future Considerations,,
2022-23,2023-06-29-DAL-NSH,2023-06-29,DAL / NSH,DAL,Draft Pick,2023 3rd Round,,
2022-23,2023-06-29-DAL-NSH,2023-06-29,DAL / NSH,NSH,Draft Pick,2024 3rd Round,,
2022-23,2023-06-29-DAL-NSH,2023-06-29,DAL / NSH,NSH,Draft Pick,2024 6th Round,,
2022-23,2023-06-29-CHI-TBL,2023-06-29,CHI / TBL,CHI,Player,Corey Perry,RW,
2022-23,2023-06-29-CHI-TBL,2023-06-29,CHI / TBL,TBL,Draft Pick,2024 7th Round,,
2022-23,2023-06-29-CHI-PHI,2023-06-29,CHI / PHI,CHI,Draft Pick,2024 2nd Round,,
2022-23,2023-06-29-CHI-PHI,2023-06-29,CHI / PHI,CHI,Draft Pick,2023 6th Round,,
2022-23,2023-06-29-CHI-PHI,2023-06-29,CHI / PHI,PHI,Draft Pick,2023 2nd Round,,
2022-23,2023-06-29-CHI-NYI,2023-06-29,CHI / NYI,CHI,Player,Josh Bailey,LW,
2022-23,2023-06-29-CHI-NYI,2023-06-29,CHI / NYI,CHI,Draft Pick,2026 2nd Round,,
2022-23,2023-06-29-CHI-NYI,2023-06-29,CHI / NYI,NYI,Other,Future Considerations,,
2022-23,2023-06-29-CBJ-VGK,2023-06-29,CBJ / VGK,CBJ,Draft Pick,2023 7th Round,,
2022-23,2023-06-29-CBJ-VGK,2023-06-29,CBJ / VGK,VGK,Draft Pick,2024 7th Round,,
2022-23,2023-06-29-CAR-SJS,2023-06-29,CAR / SJS,CAR,Draft Pick,2023 3rd Round,,
2022-23,2023-06-29-CAR-SJS,2023-06-29,CAR / SJS,CAR,Draft Pick,2023 4th Round,,
2022-23,2023-06-29-CAR-SJS,2023-06-29,CAR / SJS,SJS,Draft Pick,2023 3rd Round,,
2022-23,2023-06-28-PIT-VGK,2023-06-28,PIT / VGK,PIT,Player,Reilly Smith,LW,
2022-23,2023-06-28-PIT-VGK,2023-06-28,PIT / VGK,VGK,Draft Pick,2024 3rd Round,,
2022-23,2023-06-28-COL-TBL,2023-06-28,COL / TBL,COL,Player,Ross Colton,LW,
2022-23,2023-06-28-COL-TBL,2023-06-28,COL / TBL,TBL,Draft Pick,2023 2nd Round,,
2022-23,2023-06-27-SJS-ANA,2023-06-27,SJS / ANA,SJS,Player,Andrej Sustr,RD,
2022-23,2023-06-27-SJS-ANA,2023-06-27,SJS / ANA,ANA,Player,Andrew Agozzino,C,
2022-23,2023-06-27-NJD-SJS,2023-06-27,NJD / SJS,NJD,Draft Pick,2023 6th Round,,
2022-23,2023-06-27-NJD-SJS,2023-06-27,NJD / SJS,SJS,Player,Mackenzie Blackwood,G,
2022-23,2023-06-27-LAK-WPG,2023-06-27,LAK / WPG,LAK,Player,Pierre-Luc Dubois,C,
2022-23,2023-06-27-LAK-WPG,2023-06-27,LAK / WPG,WPG,Player,Rasmus Kupari,C,
2022-23,2023-06-27-LAK-WPG,2023-06-27,LAK / WPG,WPG,Player,Alex Iafallo,RW,
2022-23,2023-06-27-LAK-WPG,2023-06-27,LAK / WPG,WPG,Draft Pick,2024 2nd Round,,
2022-23,2023-06-27-LAK-WPG,2023-06-27,LAK / WPG,WPG,Player,Gabriel Vilardi,RW,
2022-23,2023-06-27-PHI-STL,2023-06-27,PHI / STL,PHI,Draft Pick,2024 6th Round,,
2022-23,2023-06-27-PHI-STL,2023-06-27,PHI / STL,STL,Player,Kevin Hayes,C,49.99999299999986% retained
2022-23,2023-06-27-MTL-COL,2023-06-27,MTL / COL,MTL,Player,Alex Newhook,LW,
2022-23,2023-06-27-MTL-COL,2023-06-27,MTL / COL,COL,Player,Gianni Fairbrother,LD,
2022-23,2023-06-27-MTL-COL,2023-06-27,MTL / COL,COL,Draft Pick,2023 2nd Round,,
2022-23,2023-06-27-MTL-COL,2023-06-27,MTL / COL,COL,Draft Pick,2023 1st Round,,
2022-23,2023-06-27-CGY-NJD,2023-06-27,CGY / NJD,CGY,Player,Yegor Sharangovich,LW,
2022-23,2023-06-27-CGY-NJD,2023-06-27,CGY / NJD,CGY,Draft Pick,2023 3rd Round,,
2022-23,2023-06-27-CGY-NJD,2023-06-27,CGY / NJD,NJD,Player,Tyler Toffoli,RW,
2022-23,2023-06-26-BOS-NJD,2023-06-26,BOS / NJD,BOS,Player,Reilly Walsh,RD,
2022-23,2023-06-26-BOS-NJD,2023-06-26,BOS / NJD,NJD,Player,Shane Bowers,C,
2022-23,2023-06-26-BOS-CHI,2023-06-26,BOS / CHI,BOS,Player,Alec Regula,RD,
2022-23,2023-06-26-BOS-CHI,2023-06-26,BOS / CHI,BOS,Player,Ian Mitchell,RD,
2022-23,2023-06-26-BOS-CHI,2023-06-26,BOS / CHI,CHI,Player,Taylor Hall,LW,
2022-23,2023-06-26-BOS-CHI,2023-06-26,BOS / CHI,CHI,Player,Nick Foligno,C,
2022-23,2023-06-24-LAK-UTA,2023-06-24,LAK / UTA,LAK,Draft Pick,2024 2nd Round,,
2022-23,2023-06-24-LAK-UTA,2023-06-24,LAK / UTA,UTA,Player,Sean Durzi,RD,
2022-23,2023-06-24-COL-NSH,2023-06-24,COL / NSH,COL,Player,Ryan Johansen,C,50% retained
2022-23,2023-06-24-COL-NSH,2023-06-24,COL / NSH,NSH,Player,Alex Galchenyuk,C,
2022-23,2023-06-15-DAL-COL,2023-06-15,DAL / COL,DAL,Other,Future Considerations,,
2022-23,2023-06-15-DAL-COL,2023-06-15,DAL / COL,COL,Player,Fredrik Olofsson,C,
2022-23,2023-06-09-NJD-CBJ,2023-06-09,NJD / CBJ,NJD,Draft Pick,2023 3rd Round,,
2022-23,2023-06-09-NJD-CBJ,2023-06-09,NJD / CBJ,CBJ,Player,Damon Severson,RD,
2022-23,2023-06-06-LAK-PHI-CBJ,2023-06-06,LAK / PHI / CBJ,LAK,Player,Hayden Hodgson,RW,
2022-23,2023-06-06-LAK-PHI-CBJ,2023-06-06,LAK / PHI / CBJ,LAK,Player,Ivan Provorov,LD,
2022-23,2023-06-06-LAK-PHI-CBJ,2023-06-06,LAK / PHI / CBJ,LAK,Player,Kevin Connauton,LD,
2022-23,2023-06-06-LAK-PHI-CBJ,2023-06-06,LAK / PHI / CBJ,PHI,Draft Pick,2023 1st Round,,
2022-23,2023-06-06-LAK-PHI-CBJ,2023-06-06,LAK / PHI / CBJ,PHI,Player,Helge Grans,RD,
2022-23,2023-06-06-LAK-PHI-CBJ,2023-06-06,LAK / PHI / CBJ,PHI,Draft Pick,2024 2nd Round,,
2022-23,2023-06-06-LAK-PHI-CBJ,2023-06-06,LAK / PHI / CBJ,PHI,Player,Cal Petersen,G,
2022-23,2023-06-06-LAK-PHI-CBJ,2023-06-06,LAK / PHI / CBJ,PHI,Draft Pick,2025 2nd Round,,conditional
2022-23,2023-06-06-LAK-PHI-CBJ,2023-06-06,LAK / PHI / CBJ,PHI,Player,Sean Walker,RD,
2022-23,2023-06-06-LAK-PHI-CBJ,2023-06-06,LAK / PHI / CBJ,CBJ,Player,Ivan Provorov,LD,30% retained
2022-23,2023-05-31-NYR-EDM,2023-05-31,NYR / EDM,NYR,Draft Pick,2023 5th Round,,
2022-23,2023-05-31-NYR-EDM,2023-05-31,NYR / EDM,EDM,Player,Jayden Grubbe,C,
2022-23,2023-03-31-PIT-ANA,2023-03-31,PIT / ANA,PIT,Player,Thimo Nickl,RD,
2022-23,2023-03-31-PIT-ANA,2023-03-31,PIT / ANA,ANA,Player,Judd Caulfield,RW,
2022-23,2023-03-20-LAK-FLA,2023-03-20,LAK / FLA,LAK,Player,Cole Krygier,LD,
2022-23,2023-03-20-LAK-FLA,2023-03-20,LAK / FLA,FLA,Other,Future Considerations,,
2022-23,2023-03-10-NJD-OTT,2023-03-10,NJD / OTT,NJD,Player,Jayce Hawryluk,RW,
2022-23,2023-03-10-NJD-OTT,2023-03-10,NJD / OTT,OTT,Other,Future Considerations,,
2022-23,2023-03-10-NJD-CAR,2023-03-10,NJD / CAR,NJD,Player,Zackary Hayes,LD,
2022-23,2023-03-10-NJD-CAR,2023-03-10,NJD / CAR,CAR,Player,Jack Dugan,LW,
2022-23,2023-03-10-CGY-OTT,2023-03-10,CGY / OTT,CGY,Player,Kristians Rubins,LD,
2022-23,2023-03-10-CGY-OTT,2023-03-10,CGY / OTT,OTT,Other,Future Considerations,,
2022-23,2023-03-09-DET-UTA,2023-03-09,DET / UTA,DET,Other,Future Considerations,,
2022-23,2023-03-09-DET-UTA,2023-03-09,DET / UTA,UTA,Player,Steven Kampfer,RD,
2022-23,2023-03-08-STL-NSH,2023-03-08,STL / NSH,STL,Other,Future Considerations,,
2022-23,2023-03-08-STL-NSH,2023-03-08,STL / NSH,NSH,Player,Anthony Angello,C,
2022-23,2023-03-03-VAN-NJD,2023-03-03,VAN / NJD,VAN,Draft Pick,2024 4th Round,,
2022-23,2023-03-03-VAN-NJD,2023-03-03,VAN / NJD,NJD,Player,Curtis Lazar,C,
2022-23,2023-03-03-TOR-CGY,2023-03-03,TOR / CGY,TOR,Player,Radim Zohorna,LW,
2022-23,2023-03-03-TOR-CGY,2023-03-03,TOR / CGY,CGY,Player,Dryden Hunt,LW,
2022-23,2023-03-03-SJS-WPG,2023-03-03,SJS / WPG,SJS,Draft Pick,2025 4th Round,,
2022-23,2023-03-03-SJS-WPG,2023-03-03,SJS / WPG,WPG,Player,Vladislav Namestnikov,C,
2022-23,2023-03-03-PHI-OTT,2023-03-03,PHI / OTT,PHI,Draft Pick,2023 6th Round,,
2022-23,2023-03-03-PHI-OTT,2023-03-03,PHI / OTT,OTT,Player,Patrick Brown,C,
2022-23,2023-03-03-NYR-VAN,2023-03-03,NYR / VAN,NYR,Player,Wyatt Kalynuk,LD,
2022-23,2023-03-03-NYR-VAN,2023-03-03,NYR / VAN,VAN,Other,Future Considerations,,
2022-23,2023-03-03-NYR-COL,2023-03-03,NYR / COL,NYR,Player,Anton Blidh,LW,
2022-23,2023-03-03-NYR-COL,2023-03-03,NYR / COL,COL,Player,Gustav Rydahl,C,
2022-23,2023-03-03-MTL-PIT-SJS,2023-03-03,MTL / PIT / SJS,MTL,Player,Tony Sund,LD,
2022-23,2023-03-03-MTL-PIT-SJS,2023-03-03,MTL / PIT / SJS,MTL,Draft Pick,2024 5th Round,,
2022-23,2023-03-03-MTL-PIT-SJS,2023-03-03,MTL / PIT / SJS,MTL,Player,Nick Bonino,C,
2022-23,2023-03-03-MTL-PIT-SJS,2023-03-03,MTL / PIT / SJS,PIT,Player,Nick Bonino,C,50% retained
2022-23,2023-03-03-MTL-PIT-SJS,2023-03-03,MTL / PIT / SJS,SJS,Draft Pick,2024 5th Round,,conditional
2022-23,2023-03-03-MTL-PIT-SJS,2023-03-03,MTL / PIT / SJS,SJS,Player,Arvid Henrikson,RD,
2022-23,2023-03-03-MTL-PIT-SJS,2023-03-03,MTL / PIT / SJS,SJS,Draft Pick,2023 7th Round,,
2022-23,2023-03-03-MTL-LAK,2023-03-03,MTL / LAK,MTL,Player,Frederic Allard,RD,
2022-23,2023-03-03-MTL-LAK,2023-03-03,MTL / LAK,LAK,Player,Nate Schnarr,C,
2022-23,2023-03-03-LAK-PHI,2023-03-03,LAK / PHI,LAK,Player,Zack MacEwen,RW,
2022-23,2023-03-03-LAK-PHI,2023-03-03,LAK / PHI,PHI,Player,Brendan Lemieux,LW,
2022-23,2023-03-03-LAK-PHI,2023-03-03,LAK / PHI,PHI,Draft Pick,2024 5th Round,,
2022-23,2023-03-03-DET-STL,2023-03-03,DET / STL,DET,Player,Dylan McLaughlin,C,
2022-23,2023-03-03-DET-STL,2023-03-03,DET / STL,DET,Draft Pick,2025 7th Round,,
2022-23,2023-03-03-DET-STL,2023-03-03,DET / STL,STL,Player,Jakub Vrana,LW,50% retained
2022-23,2023-03-03-DAL-SJS,2023-03-03,DAL / SJS,DAL,Player,Scott Reedy,C,
2022-23,2023-03-03-DAL-SJS,2023-03-03,DAL / SJS,SJS,Player,Jacob Peterson,C,
2022-23,2023-03-03-CHI-LAK,2023-03-03,CHI / LAK,CHI,Player,Austin Wagner,LW,
2022-23,2023-03-03-CHI-LAK,2023-03-03,CHI / LAK,LAK,Other,Future Considerations,,
2022-23,2023-03-03-CGY-UTA,2023-03-03,CGY / UTA,CGY,Player,Troy Stecher,RD,
2022-23,2023-03-03-CGY-UTA,2023-03-03,CGY / UTA,CGY,Player,Nick Ritchie,LW,
2022-23,2023-03-03-CGY-UTA,2023-03-03,CGY / UTA,UTA,Player,Connor Mackey,LD,
2022-23,2023-03-03-CGY-UTA,2023-03-03,CGY / UTA,UTA,Player,Brett Ritchie,RW,
2022-23,2023-03-03-BUF-NSH,2023-03-03,BUF / NSH,BUF,Draft Pick,2025 7th Round,,
2022-23,2023-03-03-BUF-NSH,2023-03-03,BUF / NSH,NSH,Player,Rasmus Asplund,RW,
2022-23,2023-03-03-BUF-ANA,2023-03-03,BUF / ANA,BUF,Player,Austin Strand,RD,
2022-23,2023-03-03-BUF-ANA,2023-03-03,BUF / ANA,ANA,Player,Chase Priskie,RD,
2022-23,2023-03-03-PIT-ANA,2023-03-03,PIT / ANA,PIT,Player,Dmitry Kulikov,LD,50% retained
2022-23,2023-03-03-PIT-ANA,2023-03-03,PIT / ANA,ANA,Player,Brock McGinn,LW,
2022-23,2023-03-03-PIT-ANA,2023-03-03,PIT / ANA,ANA,Draft Pick,2024 3rd Round,,
2022-23,2023-03-03-DET-MIN,2023-03-03,DET / MIN,DET,Draft Pick,2023 4th Round,,
2022-23,2023-03-03-DET-MIN,2023-03-03,DET / MIN,MIN,Player,Oskar Sundqvist,C,
2022-23,2023-03-03-BUF-MIN,2023-03-03,BUF / MIN,BUF,Player,Jordan Greenway,LW,
2022-23,2023-03-03-BUF-MIN,2023-03-03,BUF / MIN,MIN,Draft Pick,2024 5th Round,,
2022-23,2023-03-03-BUF-MIN,2023-03-03,BUF / MIN,MIN,Draft Pick,2023 2nd Round,,
2022-23,2023-03-03-ANA-MIN,2023-03-03,ANA / MIN,ANA,Player,Nikita Nesterenko,LW,
2022-23,2023-03-03-ANA-MIN,2023-03-03,ANA / MIN,ANA,Draft Pick,2025 4th Round,,
2022-23,2023-03-03-ANA-MIN,2023-03-03,ANA / MIN,ANA,Player,Andrej Sustr,RD,
2022-23,2023-03-03-ANA-MIN,2023-03-03,ANA / MIN,MIN,Player,John Klingberg,RD,50% retained
2022-23,2023-03-02-EDM-UTA,2023-03-02,EDM / UTA,EDM,Player,Nick Bjugstad,C,50% retained
2022-23,2023-03-02-EDM-UTA,2023-03-02,EDM / UTA,EDM,Player,Cam Dineen,LD,
2022-23,2023-03-02-EDM-UTA,2023-03-02,EDM / UTA,UTA,Draft Pick,2023 3rd Round,,
2022-23,2023-03-02-EDM-UTA,2023-03-02,EDM / UTA,UTA,Player,Michael Kesselring,RD,
2022-23,2023-03-02-CHI-DAL,2023-03-02,CHI / DAL,CHI,Draft Pick,2025 2nd Round,,
2022-23,2023-03-02-CHI-DAL,2023-03-02,CHI / DAL,CHI,Player,Anton Khudobin,G,
2022-23,2023-03-02-CHI-DAL,2023-03-02,CHI / DAL,DAL,Player,Max Domi,C,
2022-23,2023-03-02-CHI-DAL,2023-03-02,CHI / DAL,DAL,Player,Dylan Wells,G,
2022-23,2023-03-02-CHI-ANA,2023-03-02,CHI / ANA,CHI,Player,Maxim Golod,LW,
2022-23,2023-03-02-CHI-ANA,2023-03-02,CHI / ANA,ANA,Player,Dylan Sikura,RW,
2022-23,2023-03-02-CBJ-VGK,2023-03-02,CBJ / VGK,CBJ,Draft Pick,2025 7th Round,,
2022-23,2023-03-02-CBJ-VGK,2023-03-02,CBJ / VGK,CBJ,Player,Michael Hutchinson,G,
2022-23,2023-03-02-CBJ-VGK,2023-03-02,CBJ / VGK,VGK,Player,Jonathan Quick,G,50% retained
2022-23,2023-03-02-CBJ-UTA,2023-03-02,CBJ / UTA,CBJ,Player,Jon Gillies,G,
2022-23,2023-03-02-CBJ-UTA,2023-03-02,CBJ / UTA,UTA,Draft Pick,2023 6th Round,,
2022-23,2023-03-02-CBJ-UTA,2023-03-02,CBJ / UTA,UTA,Player,Jakub Voracek,RW,
2022-23,2023-03-02-BOS-DET,2023-03-02,BOS / DET,BOS,Player,Tyler Bertuzzi,LW,50% retained
2022-23,2023-03-02-BOS-DET,2023-03-02,BOS / DET,DET,Draft Pick,2025 4th Round,,
2022-23,2023-03-02-BOS-DET,2023-03-02,BOS / DET,DET,Draft Pick,2024 1st Round,,
2022-23,2023-03-02-CHI-BUF,2023-03-02,CHI / BUF,CHI,Player,Anders Bjork,LW,
2022-23,2023-03-02-CHI-BUF,2023-03-02,CHI / BUF,BUF,Other,Future Considerations,,
2022-23,2023-03-01-WSH-COL,2023-03-01,WSH / COL,WSH,Draft Pick,2025 2nd Round,,
2022-23,2023-03-01-WSH-COL,2023-03-01,WSH / COL,COL,Player,Lars Eller,C,31% retained
2022-23,2023-03-01-PIT-NSH,2023-03-01,PIT / NSH,PIT,Player,Mikael Granlund,C,
2022-23,2023-03-01-PIT-NSH,2023-03-01,PIT / NSH,NSH,Draft Pick,2023 2nd Round,,
2022-23,2023-03-01-DET-VAN,2023-03-01,DET / VAN,DET,Draft Pick,2023 2nd Round,,
2022-23,2023-03-01-DET-VAN,2023-03-01,DET / VAN,DET,Draft Pick,2023 1st Round,,
2022-23,2023-03-01-DET-VAN,2023-03-01,DET / VAN,VAN,Player,Filip Hronek,RD,
2022-23,2023-03-01-DET-VAN,2023-03-01,DET / VAN,VAN,Draft Pick,2023 4th Round,,
2022-23,2023-03-01-SJS-TBL,2023-03-01,SJS / TBL,SJS,Player,Vladislav Namestnikov,C,50% retained
2022-23,2023-03-01-SJS-TBL,2023-03-01,SJS / TBL,TBL,Player,Michael Eyssimont,RW,
2022-23,2023-03-01-PIT-VGK,2023-03-01,PIT / VGK,PIT,Player,Peter Diliberatore,LD,
2022-23,2023-03-01-PIT-VGK,2023-03-01,PIT / VGK,PIT,Draft Pick,2024 3rd Round,,
2022-23,2023-03-01-PIT-VGK,2023-03-01,PIT / VGK,VGK,Player,Teddy Blueger,C,
2022-23,2023-03-01-LAK-CBJ,2023-03-01,LAK / CBJ,LAK,Player,Joonas Korpisalo,G,
2022-23,2023-03-01-LAK-CBJ,2023-03-01,LAK / CBJ,LAK,Player,Vladislav Gavrikov,LD,
2022-23,2023-03-01-LAK-CBJ,2023-03-01,LAK / CBJ,CBJ,Draft Pick,2023 1st Round,,conditional
2022-23,2023-03-01-LAK-CBJ,2023-03-01,LAK / CBJ,CBJ,Player,Jonathan Quick,G,
2022-23,2023-03-01-LAK-CBJ,2023-03-01,LAK / CBJ,CBJ,Draft Pick,2024 3rd Round,,
2022-23,2023-03-01-LAK-BUF,2023-03-01,LAK / BUF,LAK,Player,Erik Portillo,G,
2022-23,2023-03-01-LAK-BUF,2023-03-01,LAK / BUF,BUF,Draft Pick,2023 3rd Round,,
2022-23,2023-03-01-CAR-UTA,2023-03-01,CAR / UTA,CAR,Player,Shayne Gostisbehere,LD,
2022-23,2023-03-01-CAR-UTA,2023-03-01,CAR / UTA,UTA,Draft Pick,2026 3rd Round,,
2022-23,2023-03-01-OTT-UTA,2023-03-01,OTT / UTA,OTT,Player,Jakob Chychrun,LD,
2022-23,2023-03-01-OTT-UTA,2023-03-01,OTT / UTA,UTA,Draft Pick,2023 1st Round,,conditional
2022-23,2023-03-01-OTT-UTA,2023-03-01,OTT / UTA,UTA,Draft Pick,2026 2nd Round,,
2022-23,2023-03-01-OTT-UTA,2023-03-01,OTT / UTA,UTA,Draft Pick,2024 2nd Round,,conditional
2022-23,2023-02-28-WSH-MIN,2023-02-28,WSH / MIN,WSH,Draft Pick,2024 3rd Round,,
2022-23,2023-02-28-WSH-MIN,2023-02-28,WSH / MIN,MIN,Player,Marcus Johansson,LW,
2022-23,2023-02-28-TOR-WSH,2023-02-28,TOR / WSH,TOR,Player,Erik Gustafsson,LD,
2022-23,2023-02-28-TOR-WSH,2023-02-28,TOR / WSH,TOR,Draft Pick,2023 1st Round,,
2022-23,2023-02-28-TOR-WSH,2023-02-28,TOR / WSH,WSH,Player,Rasmus Sandin,LD,
2022-23,2023-02-28-TOR-VAN,2023-02-28,TOR / VAN,TOR,Player,Luke Schenn,RD,
2022-23,2023-02-28-TOR-VAN,2023-02-28,TOR / VAN,VAN,Draft Pick,2023 3rd Round,,
2022-23,2023-02-28-TOR-NYI,2023-02-28,TOR / NYI,TOR,Draft Pick,2024 3rd Round,,
2022-23,2023-02-28-TOR-NYI,2023-02-28,TOR / NYI,NYI,Player,Pierre Engvall,LW,
