PLAYERS,TEAM,POS,AGE,CAP HIT,TOTAL,AAV,TERM,SIGN. STATUS,SIGN. AGE,EXPIRY,CONTRACT START,EXPIRY YEAR,WAIVERS EXEMPT,SIGNED BY,BASE SALARY,SIGNING BONUS,PERF BONUS,TYPE
"Akhtyamov, Artur",TOR,G,24,"$900,000","$850,000","$900,000",3 yrs,RFA (Arb),24,UFA,2026,2029,Yes,Brad Treliving,"$850,000",$0,$0,Std (2-way)
"Trineyev, Bogdan",WSH,RW,24,"$900,000","$900,000","$900,000",2 yrs,RFA (Arb),23,RFA (Arb),2026,2028,No,Brian MacLellan,"$850,000","$50,000",$0,Std (2-way)
"Jones, Caleb",PIT,LD,29,"$900,000","$1,000,000","$900,000",2 yrs,UFA,28,UFA,2025,2027,No,Kyle Dubas,"$1,000,000",$0,$0,Std
"Carfagna, Damien",EDM,D,23,"$900,000","$937,500","$900,000",2 yrs,,22,RFA,2025,2027,Yes,Stan Bowman,"$850,000","$87,500",$0,ELC
"Cowan, Easton",TOR,"LW, RW",21,"$900,000","$850,000","$900,000",3 yrs,,18,RFA,2023,2028,Yes,Brad Treliving,"$850,000",$0,$0,ELC
"Gerasimyuk, Kirill",FLA,G,22,"$900,000","$937,500","$900,000",2 yrs,,21,RFA,2025,2027,Yes,Bill Zito,"$850,000","$87,500",$0,ELC
"Kudryavtsev, Kirill",VAN,RD,22,"$900,000","$850,000","$900,000",3 yrs,,19,RFA,2023,2027,Yes,Patrik Allvin,"$850,000",$0,$0,ELC
"Slaggert, Landon",CHI,"RW, LW",23,"$900,000","$900,000","$900,000",2 yrs,RFA,22,RFA (Arb),2025,2027,No,Kyle Davidson,"$900,000",$0,$0,Std (Ext)
"Crevier, Louis",CHI,"RD, LD",25,"$900,000","$950,000","$900,000",2 yrs,RFA,24,RFA (Arb),2025,2027,No,Kyle Davidson,"$950,000",$0,$0,Std (2-way)
"Ludwinski, Paul",CHI,C,22,"$900,000","$855,000","$918,333",3 yrs,,18,RFA,2023,2027,Yes,Kyle Davidson,"$855,000",$0,$0,ELC
"Swick, Trent",VGK,LW,22,"$900,000","$925,000","$900,000",3 yrs,,20,RFA,2025,2028,Yes,Kelly McCrimmon,"$850,000","$75,000",$0,ELC
"Young, Ty",VAN,G,21,"$900,000","$850,000","$900,000",3 yrs,,19,RFA,2023,2027,Yes,Patrik Allvin,"$850,000",$0,$0,ELC
"Halttunen, Kasper",SJS,RW,21,"$899,167","$855,000","$909,167",3 yrs,,18,RFA,2023,2028,Yes,Mike Grier,"$855,000",$0,$0,ELC
"O'Hara, Cole",NSH,RW,23,"$897,500","$935,000","$897,500",2 yrs,,22,RFA,2025,2027,Yes,Barry Trotz,"$850,000","$85,000",$0,ELC
"Laatsch, Daniel",PIT,LD,24,"$897,500","$935,000","$897,500",2 yrs,,23,RFA,2025,2027,Yes,Kyle Dubas,"$850,000","$85,000",$0,ELC
"Pulkkinen, Jesse",NYI,LD,21,"$897,500","$947,500","$991,667",3 yrs,,19,RFA,2024,2027,Yes,Lou Lamoriello,"$850,000","$97,500","$77,500",ELC
"Allard, Tristan",TBL,LW,23,"$897,500","$935,000","$897,500",2 yrs,,23,RFA,2025,2027,Yes,Julien BriseBois,"$850,000","$85,000",$0,ELC
"Murchison, Ty",PHI,LD,23,"$897,500","$935,000","$897,500",2 yrs,,22,RFA,2025,2027,Yes,Daniel Brière,"$850,000","$85,000",$0,ELC
"Engstrom, Adam",MTL,"RD, LD",22,"$896,667","$950,000","$950,000",3 yrs,,20,RFA,2024,2027,Yes,Kent Hughes,"$855,000","$95,000",$0,ELC
"Stonehouse, Brady",EDM,RW,21,"$896,667","$850,000","$896,667",3 yrs,,19,RFA,2023,2027,Yes,Ken Holland,"$850,000",$0,$0,ELC
"Myatovic, Nico",ANA,LW,21,"$896,667","$950,000","$950,000",3 yrs,,19,RFA,2024,2027,Yes,Pat Verbeek,"$855,000","$95,000",$0,ELC
"Savoie, Samuel",CHI,LW,22,"$896,667","$850,000","$968,333",3 yrs,,19,RFA,2023,2027,Yes,Kyle Davidson,"$850,000",$0,"$55,000",ELC
"Hemmerling, Ben",VGK,RW,22,"$896,111","$850,000","$896,111",3 yrs,,19,RFA,2023,2027,Yes,Kelly McCrimmon,"$850,000",$0,$0,ELC
"Kaskimaki, Aleksanteri",STL,"LW, RW, C",22,"$895,000","$945,000","$975,000",3 yrs,,20,RFA,2024,2027,Yes,Doug Armstrong,"$850,000","$95,000","$80,000",ELC
"Punnett, Connor",DAL,LD,23,"$895,000","$945,000","$975,000",3 yrs,,20,RFA,2024,2027,Yes,Jim Nill,"$850,000","$95,000","$80,000",ELC
"Gill, Dyllan",TBL,RD,22,"$895,000","$945,000","$975,000",3 yrs,,19,RFA,2024,2027,Yes,Julien BriseBois,"$850,000","$95,000","$80,000",ELC
"Szturc, Gabriel",TBL,C,22,"$895,000","$945,000","$975,000",3 yrs,,20,RFA,2024,2027,Yes,Julien BriseBois,"$850,000","$95,000","$80,000",ELC
"Stefan, James",EDM,RW,22,"$895,000","$945,000","$975,000",3 yrs,,20,RFA,2024,2027,Yes,Ken Holland,"$850,000","$95,000","$80,000",ELC
"Misiak, Martin",CHI,RW,21,"$895,000","$945,000","$966,667",3 yrs,,19,RFA,2024,2027,Yes,Kyle Davidson,"$850,000","$95,000","$55,000",ELC
"Matikka, Miko",UTA,RW,22,"$895,000","$945,000","$975,000",3 yrs,,20,RFA,2024,2027,Yes,Bill Armstrong,"$850,000","$95,000","$80,000",ELC
"Roelens, Milo",TBL,C,23,"$895,000","$945,000","$975,000",3 yrs,,21,RFA,2024,2027,Yes,Julien BriseBois,"$850,000","$95,000","$80,000",ELC
"Suchanek, Tomas",ANA,G,23,"$895,000","$945,000","$975,000",3 yrs,,20,RFA,2024,2027,Yes,Pat Verbeek,"$850,000","$95,000","$80,000",ELC
"Mueller, Ty",VAN,"C, RW",23,"$895,000","$945,000","$975,000",3 yrs,,21,RFA,2024,2027,Yes,Patrik Allvin,"$850,000","$95,000","$80,000",ELC
"Akey, Beau",EDM,RD,21,"$894,167","$850,000","$949,167",3 yrs,,18,RFA,2023,2028,Yes,Ken Holland,"$850,000",$0,"$55,000",ELC
"Allard, Owen",UTA,C,22,"$894,167","$937,500","$894,167",3 yrs,,20,RFA,2024,2027,Yes,Bill Armstrong,"$850,000","$87,500",$0,ELC
"Wahlberg, Anton",BUF,C,20,"$893,333","$850,000","$946,667",3 yrs,,18,RFA,2023,2028,Yes,Kevyn Adams,"$850,000",$0,"$80,000",ELC
"Gauthier, Ethan",TBL,RW,21,"$893,333","$850,000","$946,667",3 yrs,,18,RFA,2023,2028,Yes,Julien BriseBois,"$850,000",$0,"$80,000",ELC
"Gucciardi, David",WSH,LD,23,"$892,500","$930,000","$892,500",2 yrs,,22,RFA,2025,2027,Yes,Brian MacLellan,"$850,000","$80,000",$0,ELC
"Duke, Dylan",TBL,"RW, LW",23,"$892,500","$942,500","$950,000",3 yrs,,21,RFA,2024,2027,Yes,Julien BriseBois,"$850,000","$92,500","$57,500",ELC
"Chmelar, Jaroslav",NYR,RW,22,"$892,500","$942,500","$950,000",3 yrs,,20,RFA,2024,2027,Yes,Chris Drury,"$850,000","$92,500","$57,500",ELC
"Ertel, Justin",DAL,LW,23,"$892,500","$942,500","$950,000",3 yrs,,20,RFA,2024,2027,Yes,Jim Nill,"$850,000","$92,500","$57,500",ELC
"Robertsson, Simon",STL,RW,23,"$892,500","$942,500","$950,000",3 yrs,,21,RFA,2024,2027,Yes,Doug Armstrong,"$850,000","$92,500","$57,500",ELC
"Goyette, David",SEA,C,22,"$891,667","$855,000","$918,333",3 yrs,,19,RFA,2023,2027,Yes,Ron Francis,"$855,000",$0,$0,ELC
"Firkus, Jagger",SEA,RW,22,"$891,667","$855,000","$918,333",3 yrs,,18,RFA,2023,2027,Yes,Ron Francis,"$855,000",$0,$0,ELC
"Furlong, Jake",CHI,LD,22,"$891,667","$850,000","$900,000",3 yrs,,19,RFA,2023,2027,Yes,Mike Grier,"$850,000",$0,$0,ELC
"Nyman, Jani",SEA,"RW, LW",21,"$891,667","$855,000","$918,333",3 yrs,,18,RFA,2023,2027,Yes,Ron Francis,"$855,000",$0,$0,ELC
"Kokko, Niklas",SEA,G,22,"$891,667","$855,000","$918,333",3 yrs,,19,RFA,2023,2027,Yes,Ron Francis,"$855,000",$0,$0,ELC
"Fleury, Cale",SEA,"RD, LD",27,"$890,000","$855,000","$890,000",2 yrs,RFA,26,UFA,2025,2027,No,Jason Botterill,"$855,000",$0,$0,Std (Ext)
"Becher, Ondrej",DET,C,22,"$890,000","$940,000","$925,000",3 yrs,,20,RFA,2024,2027,Yes,Steve Yzerman,"$850,000","$90,000","$35,000",ELC
"Sidorov, Yegor",ANA,RW,22,"$890,000","$940,000","$925,000",3 yrs,,19,RFA,2024,2027,Yes,Pat Verbeek,"$850,000","$90,000","$35,000",ELC
"Cristall, Andrew",WSH,LW,21,"$889,167","$850,000","$934,167",3 yrs,,18,RFA,2023,2028,Yes,Brian MacLellan,"$850,000",$0,"$55,000",ELC
"Vaisanen, Kalle",NYR,LW,23,"$888,333","$940,000","$911,667",3 yrs,,21,RFA,2024,2027,Yes,Chris Drury,"$850,000","$90,000","$35,000",ELC
"Koskenvuo, Aku",VAN,G,23,"$887,500","$925,000","$887,500",2 yrs,,22,RFA,2025,2027,Yes,Patrik Allvin,"$850,000","$75,000",$0,ELC
"Tiefensee, Arno",DAL,G,24,"$887,500","$925,000","$887,500",2 yrs,,22,RFA,2025,2027,Yes,Jim Nill,"$850,000","$75,000",$0,ELC
"Trikozov, Gleb",CAR,LW,21,"$887,500","$937,500","$900,000",3 yrs,,19,RFA,2024,2027,Yes,Don Waddell,"$850,000","$87,500","$12,500",ELC
"Aspirot, Jonathan",BOS,"LD, RD",27,"$887,500","$875,000","$887,500",2 yrs,UFA,26,UFA,2026,2028,No,Don Sweeney,"$875,000",$0,$0,Std (Ext)
"Walker, Nathan",STL,"RW, LW",32,"$887,500","$875,000","$887,500",2 yrs,UFA,31,UFA,2026,2028,No,Doug Armstrong,"$875,000",$0,$0,Std (Ext)
"Lambert, Brad",WPG,"RW, C",22,"$886,667","$855,000","$1,136,667",3 yrs,,18,RFA,2022,2027,No,Kevin Cheveldayoff,"$855,000",$0,"$375,000",ELC
"Geekie, Conor",TBL,"C, LW, RW",22,"$886,667","$855,000","$1,653,333",3 yrs,,18,RFA,2022,2027,Yes,Bill Armstrong,"$855,000",$0,"$1,000,000",ELC
"Mateychuk, Denton",CBJ,"RD, LD",21,"$886,667","$855,000","$1,636,667",3 yrs,,18,RFA,2022,2027,Yes,Jarmo Kekalainen,"$855,000",$0,"$1,000,000",ELC
"Mesar, Filip",MTL,RW,22,"$886,667","$855,000","$886,667",3 yrs,,18,RFA,2022,2027,Yes,Kent Hughes,"$855,000",$0,$0,ELC
"Kulich, Jiri",BUF,"C, RW",22,"$886,667","$855,000","$886,667",3 yrs,,18,RFA,2022,2027,Yes,Kevyn Adams,"$855,000",$0,$0,ELC
"Kemell, Joakim",NSH,RW,22,"$886,667","$855,000","$1,386,667",3 yrs,,18,RFA,2022,2027,Yes,David Poile,"$855,000",$0,"$500,000",ELC
"Ohgren, Liam",VAN,LW,22,"$886,667","$855,000","$1,378,333",3 yrs,,18,RFA,2022,2027,Yes,Bill Guerin,"$855,000",$0,"$500,000",ELC
"Kasper, Marco",DET,"LW, C, RW",22,"$886,667","$855,000","$1,886,667",3 yrs,,18,RFA,2022,2027,Yes,Steve Yzerman,"$855,000",$0,"$1,000,000",ELC
"Savoie, Matthew",EDM,"RW, LW, C",22,"$886,667","$855,000","$1,886,667",3 yrs,,18,RFA,2022,2027,Yes,Kevyn Adams,"$855,000",$0,"$1,000,000",ELC
"Lamoureux, Maveric",UTA,RD,22,"$886,667","$855,000","$886,667",3 yrs,,18,RFA,2022,2027,Yes,Bill Armstrong,"$855,000",$0,$0,ELC
"Gaucher, Nathan",ANA,"RW, C",22,"$886,667","$855,000","$1,129,167",3 yrs,,18,RFA,2022,2027,No,Pat Verbeek,"$855,000",$0,"$350,000",ELC
"Ostlund, Noah",BUF,"C, LW",22,"$886,667","$855,000","$1,361,667",3 yrs,,18,RFA,2022,2027,Yes,Kevyn Adams,"$855,000",$0,"$475,000",ELC
"Pickering, Owen",PIT,LD,22,"$886,667","$855,000","$1,136,667",3 yrs,,18,RFA,2022,2027,Yes,Ron Hextall,"$855,000",$0,"$500,000",ELC
"Schaefer, Reid",NSH,LW,22,"$886,667","$855,000","$886,667",3 yrs,,18,RFA,2022,2027,No,Ken Holland,"$855,000",$0,$0,ELC
"Wright, Shane",SEA,C,22,"$886,667","$855,000","$3,949,167",3 yrs,,18,RFA,2022,2027,No,Ron Francis,"$855,000",$0,"$3,062,500",ELC
"Murashov, Sergey",PIT,G,22,"$886,110","$936,110","$886,110",3 yrs,,20,RFA,2024,2027,Yes,Kyle Dubas,"$850,000","$86,110",$0,ELC
"Bjarnason, Carson",PHI,G,20,"$885,000","$850,000","$921,667",3 yrs,,18,RFA,2023,2028,Yes,Daniel Brière,"$850,000",$0,"$30,000",ELC
"Pitre, Coulson",ANA,RW,21,"$885,000","$935,000","$885,000",3 yrs,,19,RFA,2024,2027,Yes,Pat Verbeek,"$850,000","$85,000",$0,ELC
"Haight, Hunter",MIN,C,22,"$883,333","$850,000","$935,833",3 yrs,,18,RFA,2023,2027,Yes,Bill Guerin,"$850,000",$0,"$22,500",ELC
"McCue, Max",CBJ,C,23,"$883,333","$935,000","$883,333",3 yrs,,21,RFA,2024,2027,Yes,John Davidson,"$850,000","$85,000",$0,ELC
"Weinstein, Saige",COL,LD,21,"$883,333","$850,000","$883,333",3 yrs,,18,RFA,2023,2028,Yes,Chris MacFarland,"$850,000",$0,$0,ELC
"Uchacz, Kai",VGK,C,22,"$882,500","$920,000","$882,500",2 yrs,,21,RFA,2025,2027,Yes,Kelly McCrimmon,"$850,000","$70,000",$0,ELC
"Sykora, Adam",NYR,"LW, RW",21,"$881,667","$850,000","$961,667",3 yrs,,17,RFA,2022,2027,Yes,Chris Drury,"$850,000",$0,"$80,000",ELC
"Vilmanis, Sandis",FLA,"LW, RW",22,"$880,000","$930,000","$880,000",3 yrs,,20,RFA,2024,2027,Yes,Bill Zito,"$850,000","$80,000",$0,ELC
"Minten, Fraser",BOS,C,21,"$879,167","$850,000","$879,167",3 yrs,,18,RFA,2022,2027,Yes,Kyle Dubas,"$850,000",$0,$0,ELC
"Parsons, Jackson",OTT,G,21,"$879,167","$905,000","$879,167",3 yrs,,20,RFA,2025,2028,Yes,Steve Staios,"$850,000","$55,000",$0,ELC
"Zhilkin, Danil",WPG,C,22,"$878,333","$850,000","$931,667",3 yrs,,19,RFA,2022,2027,No,Kevin Cheveldayoff,"$850,000",$0,"$80,000",ELC
"Sapovaliv, Matyas",VGK,C,22,"$878,333","$850,000","$878,333",3 yrs,,18,RFA,2022,2027,Yes,Kelly McCrimmon,"$850,000",$0,$0,ELC
"Hamara, Tomas",OTT,LD,22,"$878,333","$850,000","$883,333",3 yrs,,18,RFA,2022,2027,Yes,Pierre Dorion,"$850,000",$0,$0,ELC
"Lawrence, Kaleb",LAK,C,23,"$877,500","$927,500","$877,500",3 yrs,,21,RFA,2024,2027,Yes,Rob Blake,"$850,000","$77,500",$0,ELC
"Gaudet, Marc-Andre",STL,LD,22,"$877,500","$850,000","$877,500",3 yrs,,19,RFA,2022,2027,No,Doug Armstrong,"$850,000",$0,$0,ELC
"Hanzel, Jeremy",NJD,LD,23,"$876,667","$925,000","$876,667",3 yrs,,21,RFA,2024,2027,Yes,Chris MacFarland,"$850,000","$75,000",$0,ELC
"Lipkin, Sam",UTA,LW,23,"$876,667","$930,000","$876,667",3 yrs,,21,RFA,2024,2027,Yes,Bill Armstrong,"$850,000","$80,000",$0,ELC
"Bowman, Braeden",VGK,RW,22,"$875,000","$912,500","$875,000",2 yrs,,21,RFA,2025,2027,Yes,Kelly McCrimmon,"$850,000","$62,500",$0,ELC
"Rosen, Calle",STL,"RD, LD",32,"$875,000","$850,000","$875,000",2 yrs,UFA,32,UFA,2026,2028,No,Doug Armstrong,"$850,000",$0,$0,Std (2-way)
"D'Astous, Charle-Édouard",TBL,"LD, RD",28,"$875,000","$875,000","$875,000",1 yrs,UFA,27,UFA,2026,2027,No,Julien BriseBois,"$875,000",$0,$0,Std (Ext)
"Black, Cooper",FLA,G,25,"$875,000","$850,000","$875,000",2 yrs,RFA (Arb),24,UFA,2026,2028,Yes,Bill Zito,"$850,000",$0,$0,Std (2-way)
"Kuefler, Daylan",NYI,LW,24,"$875,000","$850,000","$875,000",2 yrs,RFA (Arb),24,UFA (Group 6),2026,2028,No,Mathieu Darche,"$850,000",$0,$0,Std (2-way)
"Shine, Dominik",DET,"RW, LW",33,"$875,000","$850,000","$875,000",2 yrs,UFA,32,UFA,2026,2028,No,Steve Yzerman,"$850,000",$0,$0,Std (2-way)
"Roobroeck, Dylan",NYR,C,21,"$875,000","$925,000","$875,000",3 yrs,,19,RFA,2024,2027,Yes,Chris Drury,"$850,000","$75,000",$0,ELC
"Brunet, Frederic",BOS,"RD, LD",22,"$875,000","$850,000","$875,000",2 yrs,RFA,22,RFA,2026,2028,No,Don Sweeney,"$850,000",$0,$0,Std (2-way)
"Brindley, Gavin",COL,"RW, C",21,"$875,000","$850,000","$875,000",2 yrs,RFA,21,RFA,2026,2028,Yes,Chris MacFarland,"$850,000",$0,$0,Std (2-way)
"Groshev, Maxim",TBL,"RD, LD",24,"$875,000","$850,000","$875,000",2 yrs,RFA (Arb),24,RFA (Arb),2026,2028,No,Julien BriseBois,"$850,000",$0,$0,Std (2-way)
"Chibrikov, Nikita",WPG,RW,23,"$875,000","$850,000","$875,000",2 yrs,RFA,22,RFA,2026,2028,No,Kevin Cheveldayoff,"$850,000",$0,$0,Std (Ext)
"Matinpalo, Nikolas",OTT,"RD, LD",27,"$875,000","$925,000","$875,000",2 yrs,RFA (Arb),26,UFA,2025,2027,No,Steve Staios,"$925,000",$0,$0,Std (Ext)
"Giles, Patrick",SJS,"C, RW",26,"$875,000","$850,000","$875,000",2 yrs,UFA (Group 6),26,UFA,2026,2028,No,Mike Grier,"$850,000",$0,$0,Std (Ext)
"Hutson, Quinn",EDM,"RW, LW",24,"$875,000","$850,000","$875,000",2 yrs,RFA,24,RFA,2026,2028,Yes,Stan Bowman,"$850,000",$0,$0,Std (Ext)
"Helenius, Samuel",LAK,C,23,"$875,000","$850,000","$875,000",2 yrs,RFA,23,RFA,2026,2028,No,Ken Holland,"$850,000",$0,$0,Std (Ext)
"Dries, Sheldon",DET,C,32,"$875,000","$850,000","$875,000",2 yrs,UFA,31,UFA,2026,2028,No,Steve Yzerman,"$850,000",$0,$0,Std (2-way)
"Ward, Taylor",LAK,RW,28,"$875,000","$850,000","$875,000",2 yrs,UFA,27,UFA,2026,2028,No,Ken Holland,"$850,000",$0,$0,Std (Ext)
"Balinskis, Uvis",FLA,"RD, LD",29,"$875,000","$850,000","$875,000",2 yrs,UFA,29,UFA,2026,2028,No,Bill Zito,"$850,000",$0,$0,Std (Ext)
"L'Heureux, Zachary",NSH,"LW, RW",23,"$875,000","$850,000","$875,000",2 yrs,RFA,22,RFA,2026,2028,No,Barry Trotz,"$850,000",$0,$0,Std (Ext)
"Girgensons, Zemgus",TBL,"LW, RW, C",32,"$875,000","$850,000","$875,000",3 yrs,UFA,30,UFA,2024,2027,No,Julien BriseBois,"$850,000",$0,$0,Std
"Schwindt, Kai",FLA,LW,22,"$873,333","$850,000","$873,333",3 yrs,,18,RFA,2022,2027,No,Bill Zito,"$850,000",$0,$0,ELC
"Donovan, Jorian",OTT,LD,22,"$871,667","$850,000","$871,667",3 yrs,,18,RFA,2022,2027,Yes,Pierre Dorion,"$850,000",$0,$0,ELC
"Roest, Austin",NSH,RW,22,"$870,000","$920,000","$870,000",3 yrs,,20,RFA,2024,2027,Yes,Barry Trotz,"$850,000","$70,000",$0,ELC
"Khazheev, Ruslan",CAR,G,21,"$870,000","$920,000","$870,000",3 yrs,,19,RFA,2024,2027,Yes,Don Waddell,"$850,000","$70,000",$0,ELC
"Mercer, Riley",MIN,G,22,"$869,167","$895,000","$869,167",3 yrs,,21,RFA,2025,2028,Yes,Bill Guerin,"$850,000","$45,000",$0,ELC
"Hayes, Avery",PIT,"RW, LW, C",23,"$867,500","$905,000","$867,500",2 yrs,,22,RFA,2025,2027,Yes,Kyle Dubas,"$850,000","$55,000",$0,ELC
"Milic, Thomas",WPG,G,23,"$866,667","$920,000","$866,667",3 yrs,,21,RFA,2024,2027,Yes,Kevin Cheveldayoff,"$850,000","$70,000",$0,ELC
"Suzdalev, Alexander",WSH,LW,22,"$865,000","$850,000","$936,667",3 yrs,,18,RFA,2022,2027,Yes,Brian MacLellan,"$850,000",$0,"$55,000",ELC
"Odelius, Calle",NYI,LD,22,"$865,000","$850,000","$945,000",3 yrs,,18,RFA,2022,2027,Yes,Lou Lamoriello,"$850,000",$0,"$55,000",ELC
"Salomonsson, Elias",WPG,RD,21,"$865,000","$850,000","$945,000",3 yrs,,17,RFA,2022,2027,Yes,Kevin Cheveldayoff,"$850,000",$0,"$55,000",ELC
"Hayes, Gavin",CHI,LW,22,"$865,000","$855,000","$918,333",3 yrs,,18,RFA,2023,2027,Yes,Kyle Davidson,"$855,000",$0,$0,ELC
"Persson, Ludwig",WSH,LW,22,"$865,000","$850,000","$936,667",3 yrs,,18,RFA,2022,2027,No,Brian MacLellan,"$850,000",$0,"$55,000",ELC
"Alscher, Marek",FLA,"LD, RD",22,"$865,000","$855,000","$918,333",3 yrs,,18,RFA,2023,2027,Yes,Bill Zito,"$855,000",$0,$0,ELC
"Warren, Noah",ANA,RD,21,"$865,000","$855,000","$918,333",3 yrs,,19,RFA,2023,2027,Yes,Pat Verbeek,"$855,000",$0,$0,ELC
"Luneau, Tristan",ANA,RD,22,"$865,000","$855,000","$918,333",3 yrs,,19,RFA,2023,2027,Yes,Pat Verbeek,"$855,000",$0,$0,ELC
"Lalonde, Nolan",CBJ,G,22,"$860,556","$850,000","$860,556",3 yrs,,18,RFA,2022,2027,Yes,Jarmo Kekalainen,"$850,000",$0,$0,ELC
"Dumais, Jordan",CBJ,RW,22,"$860,000","$855,000","$886,667",3 yrs,,18,RFA,2022,2027,Yes,Jarmo Kekalainen,"$855,000",$0,$0,ELC
"Del Bel Belluz, Luca",CBJ,"C, LW",22,"$860,000","$855,000","$886,667",3 yrs,,19,RFA,2022,2027,No,Jarmo Kekalainen,"$855,000",$0,$0,ELC
"Kmec, Viliam",VGK,RD,22,"$858,333","$905,000","$858,333",3 yrs,,20,RFA,2024,2027,Yes,Kelly McCrimmon,"$850,000","$55,000",$0,ELC
"Montgomery, Bryce",CAR,RD,23,"$854,910","$854,910","$1,854,910",3 yrs,,21,RFA,2024,2027,Yes,Eric Tulsky,"$854,910",$0,"$1,000,000",ELC
"Beck, Owen",MTL,"RW, C, LW",22,"$853,333","$855,000","$886,667",3 yrs,,18,RFA,2022,2027,Yes,Kent Hughes,"$855,000",$0,$0,ELC
"Jamsen, Aatu",LAK,RW,23,"$850,000","$850,000","$850,000",1 yrs,RFA (Arb),23,RFA (Arb),2026,2027,Yes,Ken Holland,"$850,000",$0,$0,Std (2-way)
"Raty, Aku",EDM,RW,24,"$850,000","$850,000","$850,000",1 yrs,,24,RFA (Arb),2026,2027,Yes,Stan Bowman,"$850,000",$0,$0,Std (2-way)
"Kolosov, Aleksei",PHI,G,24,"$850,000","$850,000","$850,000",1 yrs,RFA (Arb),24,RFA (Arb),2026,2027,Yes,Daniel Brière,"$850,000",$0,$0,Std (Ext)
"Leppanen, Atro",EDM,LD,27,"$850,000","$850,000","$850,000",1 yrs,UFA,27,UFA,2026,2027,No,Stan Bowman,"$850,000",$0,$0,Std (2-way)
"Sweezey, Billy",BOS,RD,30,"$850,000","$850,000","$850,000",1 yrs,UFA,30,UFA,2026,2027,No,Don Sweeney,"$850,000",$0,$0,Std (2-way)
"Wouters, Chase",VAN,C,26,"$850,000","$850,000","$850,000",1 yrs,,26,UFA,2026,2027,Yes,Patrik Allvin,"$850,000",$0,$0,Std (2-way)
"Clayton, Cole",VAN,RD,26,"$850,000","$850,000","$850,000",1 yrs,RFA (Arb),26,UFA,2026,2027,No,Patrik Allvin,"$850,000",$0,$0,Std (2-way)
"Toninato, Dominic",CHI,C,32,"$850,000","$850,000","$850,000",2 yrs,UFA,31,UFA,2025,2027,No,Kyle Davidson,"$850,000",$0,$0,Std (2-way)
"Peterson, Dylan",STL,C,24,"$850,000","$850,000","$850,000",1 yrs,RFA (Arb),24,UFA (Group 6),2026,2027,Yes,Doug Armstrong,"$850,000",$0,$0,Std (2-way)
"Bear, Ethan",NYI,RD,28,"$850,000","$850,000","$850,000",1 yrs,UFA,28,UFA,2026,2027,No,Mathieu Darche,"$850,000",$0,$0,Std (2-way)
"Romanov, Georgi",STL,G,26,"$850,000","$850,000","$850,000",2 yrs,UFA (Group 6),26,UFA,2026,2028,No,Doug Armstrong,"$850,000",$0,$0,Std (2-way)
"Solovyov, Ilya",PIT,"LD, RD",25,"$850,000","$850,000","$850,000",1 yrs,UFA (Group 6),25,RFA (Arb),2026,2027,No,Kyle Dubas,"$850,000",$0,$0,Std (Ext)
"Thompson, Jack",VAN,RD,24,"$850,000","$850,000","$850,000",1 yrs,RFA (Arb),24,RFA (Arb),2026,2027,No,Patrik Allvin,"$850,000",$0,$0,Std (2-way)
"Gaucher, Jacob",PHI,"C, LW",25,"$850,000","$850,000","$850,000",1 yrs,RFA (Arb),25,RFA (Arb),2026,2027,Yes,Daniel Brière,"$850,000",$0,$0,Std (Ext)
"Lucchini, Jacob",NSH,C,31,"$850,000","$850,000","$850,000",1 yrs,UFA,30,UFA,2026,2027,No,Barry Trotz,"$850,000",$0,$0,Std (2-way)
"Malatesta, James",CBJ,LW,23,"$850,000","$850,000","$850,000",1 yrs,RFA,23,RFA,2026,2027,No,Don Waddell,"$850,000",$0,$0,Std (2-way)
"Huntington, Jimmy",SJS,C,27,"$850,000","$850,000","$850,000",1 yrs,UFA,27,UFA,2026,2027,No,Mike Grier,"$850,000",$0,$0,Std (2-way)
"Leonard, John",DET,"RW, LW",27,"$850,000","$850,000","$850,000",1 yrs,UFA,27,UFA,2026,2027,No,Steve Yzerman,"$850,000",$0,$0,Std (Ext)
"Foudy, Liam",NYI,"RW, C",26,"$850,000","$850,000","$850,000",1 yrs,RFA (Arb),26,UFA,2026,2027,No,Mathieu Darche,"$850,000",$0,$0,Std (2-way)
"Mailloux, Logan",STL,RD,23,"$850,000","$850,000","$850,000",1 yrs,RFA,22,RFA,2026,2027,No,Doug Armstrong,"$850,000",$0,$0,Std (Ext)
"Condotta, Lucas",MTL,LW,28,"$850,000","$925,000","$850,000",2 yrs,UFA,27,UFA,2025,2027,No,Kent Hughes,"$925,000",$0,$0,Std (2-way)
"Giles, Patrick",SJS,"C, RW",26,"$875,000","$850,000","$875,000",2 yrs,UFA (Group 6),26,UFA,2026,2028,No,Mike Grier,"$850,000",$0,$0,Std (Ext)
"Hutson, Quinn",EDM,"RW, LW",24,"$875,000","$850,000","$875,000",2 yrs,RFA,24,RFA,2026,2028,Yes,Stan Bowman,"$850,000",$0,$0,Std (Ext)
"Helenius, Samuel",LAK,C,23,"$875,000","$850,000","$875,000",2 yrs,RFA,23,RFA,2026,2028,No,Ken Holland,"$850,000",$0,$0,Std (Ext)
"Dries, Sheldon",DET,C,32,"$875,000","$850,000","$875,000",2 yrs,UFA,31,UFA,2026,2028,No,Steve Yzerman,"$850,000",$0,$0,Std (2-way)
